G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,Spd,BABIP,wRC,wRAA,wOBA,wRC+,wBsR,Age,MaxAge,Season,PlayerName,Team,UPID,UPURL,xMLBAMID,teamid,FullTeamName,download_timestamp
1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,5.0,3.0,0.14285714,0.0,1.6237736717693745,1.4000000432960926,1.9813450574874878,725.6322752809319,0.0,,,2026,Aukai Kea,VAN,sa3073968,/players/aukai-kea/sa3073968/stats/batting,,283,Vanderbilt University ,2026-02-19T18:11:28.405196
1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,2.64285714,1.0,1.0794289359120535,0.9271255531577276,1.253839135169983,708.7360217423632,0.0,,,2026,Louis Bussard,ILST,sa3066176,/players/louis-bussard/sa3066176/stats/batting,,101,Illinois State University ,2026-02-19T18:11:28.405196
1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,2.64285714,1.0,1.0794289359120535,0.9271255531577276,1.253839135169983,708.7360217423632,0.0,,,2026,Tyler Butina,MUR,sa3069717,/players/tyler-butina/sa3069717/stats/batting,,162,Murray State University ,2026-02-19T18:11:28.405196
1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.14285714,0.0,1.2466519608089262,1.0683598204442792,0.8319305181503296,699.2186858373268,0.014303110539913177,,,2026,Owen Pincince,SIE,sa3060271,/players/owen-pincince/sa3060271/stats/batting,,229,Siena College ,2026-02-19T18:11:28.405196
1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,2.64285714,1.0,0.9931012346889567,0.8439754202510905,1.3154778480529785,665.9485739826325,0.0,,,2026,Mike Cervoni,STBK,sa3069779,/players/mike-cervoni/sa3069779/stats/batting,,253,Stony Brook University ,2026-02-19T18:11:28.405196
2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,2.0,0.0,2.64285714,1.0,1.35044000162654,1.1455262662368306,0.8930648565292358,659.028541477829,0.027406252920627594,21.0,21.0,2026,Jackson Wang,NKU,sa3073832,/players/jackson-wang/sa3073832/stats/batting,,189,Northern Kentucky University ,2026-02-19T18:11:28.405196
1.0,3.0,5.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.666666666,0.2,0.0,1.0,0.8,1.0,1.8,0.333333334,1.60119047125,0.666666666,2.9032165562336134,2.457486205321996,0.7900770783424378,651.3392122156125,0.021454665809869766,,,2026,Braize Mitchell,IONA,sa3060055,/players/braize-mitchell/sa3060055/stats/batting,,106,Iona College ,2026-02-19T18:11:28.405196
3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.14285714,1.0,0.789597328751069,0.6672222353505907,1.0207154750823975,645.2271510568527,8.726001397008076e-05,,,2026,Tyler Brodrick,ORU,sa3058730,/players/tyler-brodrick/sa3058730/stats/batting,,198,Oral Roberts University ,2026-02-19T18:11:28.405196
1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.64285714,1.0,0.813887051062461,0.6873705896900855,0.9782553911209106,643.3052602277183,0.0006493796245194972,,,2026,Parker Ivy,LEH,sa3070412,/players/parker-ivy/sa3070412/stats/batting,,121,Lehigh University ,2026-02-19T18:11:28.405196
1.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666666666,0.0,0.0,0.0,0.666666666,1.0,1.666666666,0.333333334,0.14285714,0.666666666,1.631564583267572,1.3641263727206019,0.7540033459663391,610.0716049253624,0.007151555269956589,21.0,21.0,2026,Tommy Sheridan,CAN,sa3042158,/players/tommy-sheridan/sa3042158/stats/batting,,42,Canisius College ,2026-02-19T18:11:28.405196
1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.14285714,1.0,1.0282130349188772,0.8588036555558171,1.2588460445404053,606.9398511373572,0.0,22.0,22.0,2026,Gavyn Boyle,USI,sa3069652,/players/gavyn-boyle/sa3069652/stats/batting,,240,University of Southern Indiana ,2026-02-19T18:11:28.405196
1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.14285714,1.0,1.019916373324457,0.8448250172854098,1.278317928314209,582.5052683337518,0.0,,,2026,Ty Householder,MRSH,sa3070372,/players/ty-householder/sa3070372/stats/batting,,140,Marshall University ,2026-02-19T18:11:28.405196
3.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.333333333,0.0,1.0,1.0,1.5,2.5,0.5,0.14285714,1.0,2.503130189539422,2.068139545084466,1.0045029123624165,575.444603567474,0.01975548453629017,20.0,20.0,2026,Jamie Daly,DAV,sa3058978,/players/jamie-daly/sa3058978/stats/batting,,59,Davidson College ,2026-02-19T18:11:28.405196
2.0,5.0,6.0,3.0,1.0,1.0,0.0,1.0,2.0,3.0,1.0,,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6,0.166666666,0.333333333,0.5,0.666666666,1.4,2.066666666,0.8,6.4583333312499995,1.0,3.5230555668465278,2.9083143606773993,0.8023216327031454,573.095724101706,0.42740625888109207,21.0,21.0,2026,Aidan Orr,OAK,sa3039200,/players/aidan-orr/sa3039200/stats/batting,,192,Oakland University ,2026-02-19T18:11:28.405196
3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,2.64285714,1.0,0.982581458283613,0.8067116953861215,1.2992162704467773,558.6983470582869,0.0,,,2026,Jack Johnson,TULN,sa3034764,/players/jack-johnson/sa3034764/stats/batting,,273,Tulane University ,2026-02-19T18:11:28.405196
2.0,3.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666666666,0.25,0.0,1.0,0.75,1.0,1.75,0.333333334,0.14285714,0.666666666,3.042755479970315,2.495795304932931,0.7730135917663574,556.30293005562,0.035893164575099945,,,2026,Mason Mompoint,NORF,sa3070800,/players/mason-mompoint/sa3070800/stats/batting,,174,Norfolk State University ,2026-02-19T18:11:28.405196
2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,7.5,1.0,0.7908776955196343,0.648636321861454,1.0039806365966797,556.0110080349685,0.18958942126482725,,,2026,Troy Wilson Jr.,JKST,sa3071639,/players/troy-wilson-jr/sa3071639/stats/batting,,111,Jackson State University ,2026-02-19T18:11:28.405196
1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.14285714,1.0,0.9906517054064236,0.8091104413492641,1.2757927179336548,545.689549178478,0.0,,,2026,Bud Coombs,MD,sa3069841,/players/bud-coombs/sa3069841/stats/batting,,136,University of Maryland College Park ,2026-02-19T18:11:28.405196
1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.14285714,1.0,1.5977446894664566,1.302328721763591,0.9628730416297913,540.8457443551241,-0.013537470251321793,,,2026,Bryce Detwiler,CONN,sa3073703,/players/bryce-detwiler/sa3073703/stats/batting,,53,University of Connecticut ,2026-02-19T18:11:28.405196
2.0,4.0,5.0,4.0,3.0,1.0,0.0,0.0,3.0,3.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.25,2.25,0.25,2.64285714,1.0,4.067144788356655,3.305627874585026,1.0002699494361877,534.0846296128818,-0.00146308948751539,,,2026,Noah Burnham,BEL,sa3069709,/players/noah-burnham/sa3069709/stats/batting,,22,Belmont University ,2026-02-19T18:11:28.405196
1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.14285714,1.0,0.9817154669877503,0.7974896842357132,1.2690287828445435,532.8871194479401,0.0,,,2026,Evan Williams,JVST,sa3071614,/players/evan-williams/sa3071614/stats/batting,,110,Jacksonville State University ,2026-02-19T18:11:28.405196
2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.64285714,0.0,0.6588870507504315,0.532370589378056,0.8302129507064819,520.7915583499696,0.0006493796245194972,22.0,22.0,2026,Mac McCommons,NAVY,sa3037489,/players/mac-mccommons/sa3037489/stats/batting,,163,U.S. Naval Academy ,2026-02-19T18:11:28.405196
2.0,5.0,8.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.6,0.125,0.0,1.0,0.75,0.8,1.55,0.2,1.08035714,0.6,5.680511025262085,4.586590675187317,0.7376748844981194,519.2801308499133,0.08973291143774986,,,2026,Brendan Burke,NORF,sa3028057,/players/brendan-burke/sa3028057/stats/batting,,174,Norfolk State University ,2026-02-19T18:11:28.405196
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.14285714,0.0,0.6345973060747963,0.5122222126743179,0.8658966422080994,518.567372200523,8.726001397008076e-05,,,2026,Kole Dudding,ORU,sa3030602,/players/kole-dudding/sa3030602/stats/batting,,198,Oral Roberts University ,2026-02-19T18:11:28.405196
2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.64285714,1.0,0.7794289609227174,0.6271255781683915,0.9678588509559631,511.7607677696701,-0.0003657723718788475,21.0,21.0,2026,River Lindsey,BRAD,sa3070606,/players/river-lindsey/sa3070606/stats/batting,,28,Bradley University ,2026-02-19T18:11:28.405196
3.0,9.0,11.0,5.0,2.0,2.0,0.0,1.0,4.0,1.0,2.0,,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.555555555,0.181818181,0.181818181,1.0,0.636363636,1.111111111,1.747474747,0.555555556,6.284496537878686,0.666666666,5.294729113756627,4.2498573886146245,0.7313557971607555,506.73484470421977,-0.2599264532327652,23.0,23.0,2026,Juju Stevens,ME,sa3043076,/players/juju-stevens/sa3043076/stats/batting,,134,University of Maine Orono ,2026-02-19T18:11:28.405196
3.0,7.0,11.0,3.0,1.0,1.0,0.0,1.0,3.0,6.0,4.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.428571428,0.363636363,0.09090909,4.0,0.636363636,1.0,1.636363636,0.571428572,3.0555247437498494,0.4,4.938752622368982,3.958145850363424,0.6609692519361322,503.642516384844,-0.827602032572031,,,2026,Christian Bauman,MSM,sa3026749,/players/christian-bauman/sa3026749/stats/batting,,161,Mount St. Mary's University ,2026-02-19T18:11:28.405196
2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,2.0,0.0,0.14285714,1.0,1.4267554145273895,1.142272667211029,0.9272801578044891,501.5261656415174,-0.020821163430809975,25.0,25.0,2026,Bobby Spencer,SOU,sa3042823,/players/bobby-spencer/sa3042823/stats/pitching,,239,Southern University Baton Rouge ,2026-02-19T18:11:28.405196
1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.14285714,1.0,0.6396390218210931,0.5120818633509393,0.9795439839363098,501.45286198951953,-0.0035103627014905214,20.0,20.0,2026,Adam Salazar,CSUB,sa3060460,/players/adam-salazar/sa3060460/stats/batting,,40,California State University Bakersfield,2026-02-19T18:11:28.405196
2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,2.64285714,1.0,0.9971785541722924,0.7982046749541909,1.2944114208221436,501.16053327746283,0.0,,,2026,Stephen Chucka,UCF,sa3069797,/players/stephen-chucka/sa3069797/stats/batting,,43,University of Central Florida ,2026-02-19T18:11:28.405196
1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.14285714,1.0,0.9971785541722924,0.7982046749541909,1.2944114208221436,501.16053327746283,0.0,20.0,20.0,2026,Jackson Forbes,ARIZ,sa3073715,/players/jackson-forbes/sa3073715/stats/batting,,12,University of Arizona ,2026-02-19T18:11:28.405196
3.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.14285714,1.0,1.4420867794450283,1.1520930164750576,0.8983928263187408,497.28199830089403,0.01975548453629017,,,2026,Evan Wilson,RICH,sa3071633,/players/evan-wilson/sa3071633/stats/pitching,,216,University of Richmond ,2026-02-19T18:11:28.405196
1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,7.5,1.0,0.6468678609959233,0.51610555215994,0.975633442401886,494.68984354451663,0.39319167798385024,21.0,21.0,2026,Myles Kallinger,SF,sa3035042,/players/myles-kallinger/sa3035042/stats/batting,,223,University of San Francisco ,2026-02-19T18:11:28.405196
3.0,11.0,13.0,7.0,6.0,0.0,0.0,1.0,5.0,5.0,1.0,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.636363636,0.076923076,0.076923076,1.0,0.666666666,0.909090909,1.575757575,0.272727273,6.349873113840477,0.666666666,6.036518809504062,4.801670407063514,0.7132822622855505,488.8469546199775,0.3399670384824276,,,2026,Casey Wensley,BRY,sa3071584,/players/casey-wensley/sa3071584/stats/batting,,31,Bryant University ,2026-02-19T18:11:28.405196
1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,2.0,0.0,0.14285714,1.0,1.4170867905859,1.1270930276159292,0.8866895139217377,488.66112707832315,0.01975548453629017,20.0,20.0,2026,Brodie Freker,GW,sa3066618,/players/brodie-freker/sa3066618/stats/batting,,84,George Washington University ,2026-02-19T18:11:28.405196
1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,2.0,0.0,2.64285714,1.0,1.4427447349050548,1.1473287672021892,0.890693336725235,488.3773704325258,-0.013537470251321793,,,2026,Jack Zeller,BUT,sa3071683,/players/jack-zeller/sa3071683/stats/batting,,33,Butler University ,2026-02-19T18:11:28.405196
2.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.333333333,0.333333333,1.0,0.666666666,1.0,1.666666666,0.5,2.64285714,1.0,1.9612691895689403,1.5510490582909022,0.6983695228894552,478.10164349044,0.017946582287549973,,,2026,Derek Patrissi,WAG,sa3070959,/players/derek-patrissi/sa3070959/stats/batting,,289,Wagner College ,2026-02-19T18:11:28.405196
4.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,4.0,5.0,3.0,2.64285714,0.0,2.1222479645887242,1.6747007076421607,1.3616764843463898,474.1952791908445,-0.01533869281411171,20.0,20.0,2026,Brett Moseley,MISS,sa3070824,/players/brett-moseley/sa3070824/stats/batting,,154,University of Mississippi ,2026-02-19T18:11:28.405196
3.0,7.0,12.0,6.0,2.0,4.0,0.0,0.0,2.0,2.0,4.0,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.857142857,0.333333333,0.0,4.0,0.916666666,1.428571428,2.345238094,0.571428571,4.583029605883452,0.857142857,7.405595536233499,5.836447830201699,0.9396769553422928,471.9501872109561,0.15234170714393258,,,2026,Kenneth Rhein,SEA,sa3071099,/players/kenneth-rhein/sa3071099/stats/batting,,227,Seattle University,2026-02-19T18:11:28.405196
1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.14285714,1.0,0.6931012452161569,0.5439754307782907,0.9757599234580994,464.77616757958424,-0.004672291688621044,,,2026,Kevin Fedoruk,MONM,sa3059169,/players/kevin-fedoruk/sa3059169/stats/batting,,159,Monmouth University ,2026-02-19T18:11:28.405196
2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.14285714,1.0,0.6931012452161569,0.5439754307782907,0.9757599234580994,464.77616757958424,-0.004672291688621044,,,2026,Jordan Welch,STBK,sa3071575,/players/jordan-welch/sa3071575/stats/batting,,253,Stony Brook University ,2026-02-19T18:11:28.405196
2.0,4.0,5.0,3.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.75,0.0,0.2,0.0,0.75,1.75,2.5,1.0,0.14285714,1.0,3.904581158912537,3.057534262097237,1.0058285146951675,460.96398836863193,-0.00612636236473918,,,2026,Moises Rosario,SEMO,sa3073794,/players/moises-rosario/sa3073794/stats/batting,,234,Southeast Missouri State University ,2026-02-19T18:11:28.405196
4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,7.5,1.0,0.7664236270901887,0.5996558808800905,0.9785382747650146,459.5754541916209,0.18749804142862558,,,2026,Maalik Perkins,BALL,sa3070994,/players/maalik-perkins/sa3070994/stats/batting,,20,Ball State University ,2026-02-19T18:11:28.405196
2.0,4.0,5.0,2.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2,0.0,0.6,1.5,2.1,1.0,0.14285714,0.5,2.903603589828334,2.2710212829664562,0.7555553078651428,459.00803078615473,0.0006493796245194972,21.0,21.0,2026,Van Coughlin,HC,sa3029462,/players/van-coughlin/sa3029462/stats/batting,,97,College of the Holy Cross ,2026-02-19T18:11:28.405196
4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,0.0,1.0,0.0,2.64285714,0.0,1.2967554711397833,1.0122727238234228,0.8629507422447205,455.82921402882823,-0.020821163430809975,22.0,22.0,2026,Chris Watson,BCU,sa3062919,/players/chris-watson/sa3062919/stats/batting,,24,Bethune Cookman University ,2026-02-19T18:11:28.405196
1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.14285714,1.0,0.7403875480328378,0.5776938090954599,0.964601457118988,455.08054143240184,-0.0030372352339327335,22.0,22.0,2026,Tyler Garritano,UIW,sa3032008,/players/tyler-garritano/sa3032008/stats/batting,,103,University of the Incarnate Word ,2026-02-19T18:11:28.405196
1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.64285714,1.0,0.7403875480328378,0.5776938090954599,0.964601457118988,455.08054143240184,-0.0030372352339327335,23.0,23.0,2026,Austin Stracener,RGV,sa3043198,/players/austin-stracener/sa3043198/stats/batting,,268,University of Texas Rio Grande Valley,2026-02-19T18:11:28.405196
