Player,Team,Season,Age,Age_Bin,Has_Prior_Data,K%_alpha,K%_beta,K%_mean,K%_std,BB%_alpha,BB%_beta,BB%_mean,BB%_std,ISO_mu,ISO_tau,ISO_mean,ISO_std,BABIP_mu,BABIP_tau,BABIP_mean,BABIP_std,K%_p25,K%_p75,K%_p10,K%_p90,K%_p5,K%_p95,BB%_p25,BB%_p75,BB%_p10,BB%_p90,BB%_p5,BB%_p95,ISO_p25,ISO_p75,ISO_p10,ISO_p90,ISO_p5,ISO_p95,BABIP_p25,BABIP_p75,BABIP_p10,BABIP_p90,BABIP_p5,BABIP_p95
Ryan King,URI,2025,21.0,21,True,23.521531791599653,62.87846820840035,0.2722399512916626,0.04761176904536329,7.385271670700309,59.814728329299676,0.10989987605208795,0.037872663114385204,0.14535504897044435,4757.676502509918,0.14535504897044435,0.014497814730374379,0.3248401231107484,3622.7911484237316,0.3248401231107484,0.016614158564188495,0.23900818775218757,0.30356338028857466,0.21224487658205396,0.33453000070916167,0.19699052208290938,0.3535169960035778,0.08247124893231886,0.13316002677195743,0.06433211433475187,0.16053494375582383,0.05483937025768732,0.1781929002647386,0.13557642153456506,0.15513367640632364,0.1267753518057575,0.1639347461351312,0.12150826582831757,0.16920183211257112,0.3136340434510708,0.33604620277042596,0.3035482221926064,0.3461320240288904,0.2975122641376961,0.3521679820838007
Boston Smith,WRST,2025,22.0,22,True,93.83662693290718,348.06337306709287,0.21234810349153016,0.019432940219619863,42.73940219210114,300.96059780789886,0.1243508937797531,0.01777333260501234,0.247133350890185,24333.532945128856,0.247133350890185,0.00641058135389532,0.3294533295641185,14230.323631008418,0.3294533295641185,0.008382867687795083,0.1989963091488247,0.22522725665572504,0.18772098273457893,0.23753452343961784,0.18113643930273204,0.24504149393681263,0.11197744807994474,0.13593159145482966,0.10207213515744708,0.14756939368685074,0.09640636209699216,0.15478270234183314,0.2428094794741845,0.2514572223061855,0.23891786032004944,0.2553488414603206,0.2365888828993628,0.2576778188810072,0.3237991712314508,0.3351074878967862,0.31871025235507144,0.34019640677316554,0.31566473924359445,0.34324191988464253
Aiden Robbins,HALL,2025,20.0,<=20,True,29.041563574125497,137.4584364258745,0.17442380525000298,0.029320681042375677,12.171566528521776,117.32843347147823,0.09398893072217587,0.025544643757626474,0.22167164905049225,9168.439093378489,0.22167164905049225,0.010443649736847329,0.35701471965719106,5361.730899667123,0.35701471965719106,0.013656754214416087,0.153927579375203,0.19350312882498708,0.1377154126083279,0.2128208716545592,0.12850488554309986,0.22479940076373753,0.07573355316302983,0.10998182410084827,0.06281569870498145,0.12787368385641185,0.05581413342508333,0.13929850826328893,0.21462751434835073,0.22871578375263377,0.2082875733802361,0.2350557247207484,0.20449337390222813,0.23884992419875636,0.3478033789186203,0.36622606039576183,0.33951288491344833,0.3745165544009338,0.33455135795522395,0.37947808135915817
Joe Tiroly,RID,2025,20.0,<=20,True,34.46933847105633,151.83066152894366,0.18502060370937376,0.028373602019784328,20.82957672866975,124.07042327133021,0.14375139219233785,0.029045464283477828,0.19801022994327347,10258.739958537011,0.19801022994327347,0.00987308757676926,0.3265960355701984,5999.342141789699,0.3265960355701984,0.012910652288310634,0.16525435515709713,0.2035611862744791,0.14939869469984549,0.22210137466150764,0.1403372753151184,0.23355677789688506,0.1232874585488668,0.16243587826900868,0.10766276679298117,0.18196542382805483,0.09891561373914587,0.19418987534989163,0.19135093356995433,0.2046695263165926,0.1853573591025059,0.21066310078404105,0.18177044603341502,0.21425001385313192,0.3178879329333873,0.3353041382070095,0.31005036891791193,0.34314170222248486,0.30535990232746135,0.34783216881293544
James Quinn-Irons,GMU,2025,22.0,22,True,69.6232027072993,259.77679729270073,0.21136369977929353,0.02246123147728317,22.842759817350448,233.35724018264952,0.08915987438466218,0.017769299978113457,0.19396224035037676,18138.641665819065,0.19396224035037676,0.00742501985568926,0.3444775037660249,10607.532482584686,0.3444775037660249,0.009709409426911515,0.19588336647983953,0.2262080052181071,0.18295181899448776,0.24052927607117908,0.17543450487973478,0.24928812950627516,0.07663559255691582,0.10052303923338349,0.06715795307022872,0.11254202477632808,0.06186041319507567,0.12010706246123436,0.18895414056271198,0.19897034013804155,0.18444669453011844,0.20347778617063508,0.18174916951055958,0.20617531119019394,0.3379286066271158,0.3510264009049339,0.3320343949144529,0.35692061261759683,0.32850694645461265,0.3604480610774371
Ben Parker,W&M,2025,24.0,23+,True,42.16468611765818,211.63531388234185,0.1661335150419944,0.0233172417039848,29.96206157903615,167.43793842096383,0.1517834933081872,0.025473862362153113,0.20104200328590077,13975.674726122885,0.20104200328590077,0.008458894489536437,0.33475880508375544,8173.016830843938,0.33475880508375544,0.011061367039311546,0.1499263256898457,0.18138660986625982,0.13683443493310202,0.1965653903965118,0.12932499009704723,0.20593774406446563,0.13396724921948425,0.16832137391381552,0.11993531415364485,0.18515296151809427,0.1119718149293889,0.19561330685579637,0.19533656565471832,0.20674744091708322,0.19020149381005877,0.21188251276174278,0.18712836000478694,0.2149556465670146,0.32729802639258304,0.34221958377492784,0.3205830928374623,0.3489345173300486,0.31656447539010235,0.35295313477740853
Jack Gurevitch,USD,2025,21.0,21,True,84.98302522769211,332.6169747723079,0.20350341290156154,0.01967787494007263,42.85511879035746,281.9448812096425,0.13194309972400697,0.018749595302301466,0.18483663910961426,22995.436428797937,0.18483663910961426,0.006594458989959734,0.34108834802889637,13447.80074294889,0.34108834802889637,0.008623317314557231,0.18996552106049006,0.21652582976996013,0.17858936527089014,0.22902760932204225,0.17195871719866676,0.2366643177400893,0.11889463676455836,0.14416963776611796,0.10842899391481295,0.1564317794639956,0.10243896242203378,0.1640263590438677,0.180388744112798,0.1892845341064305,0.1763854998671117,0.19328777835211683,0.17398971932219626,0.19568355889703226,0.3352720088875391,0.34690468717025363,0.3300371222242377,0.35213957383355504,0.32690425326769346,0.3552724427900993
Jake Casey,KENT,2025,22.0,22,True,101.35757740631932,256.8424225936807,0.2829636443504169,0.02376663760966919,29.096148796599596,249.5038512034004,0.10443700214141996,0.01828970436762903,0.2239116737160233,19724.53383332237,0.2239116737160233,0.007120272683326609,0.3197556942873977,11534.96701658116,0.3197556942873977,0.009310903412695897,0.26669244170823897,0.2987948921281201,0.2527489883077093,0.3136993215741454,0.24456507222907845,0.322741964080605,0.09161241277008894,0.11623271267087065,0.08166423146382473,0.1284315117266815,0.07604667273888113,0.13605803281222928,0.21910912277251834,0.22871422465952826,0.21478667711160163,0.23303667032044498,0.21219986736797003,0.23562348006407657,0.3134755853704686,0.3260358032043268,0.3078232914422227,0.3316880971325727,0.30444062103883,0.3350707675359654
Eddie Madrigal,SMC,2025,21.036192584394023,22,True,9.507869613034654,48.99213038696534,0.16252768569290005,0.047828903233025494,4.293571240296041,41.206428759703954,0.09436420308342948,0.042870046253805395,0.14724488104479538,3221.343465241091,0.14724488104479538,0.017619009256962727,0.3351010573953523,3622.7911484237316,0.3351010573953523,0.016614158564188495,0.1281863412130698,0.19271578386271632,0.10393966797248923,0.226171740595341,0.09089644702452447,0.24735196156550682,0.06280127203990124,0.11958578850792383,0.04434689417307868,0.15222290916841794,0.03528842979416968,0.17373055491243233,0.13536103989236414,0.15912872219722662,0.12466521214819,0.16982454994140078,0.11826418976518868,0.17622557232440209,0.3238949777356747,0.34630713705502986,0.3138091564772103,0.35639295831349427,0.3077731984223,0.3624289163684046
Patrick Keighran,SF,2025,21.036192584394023,22,True,59.412639148833456,169.18736085116655,0.25989780905001514,0.028944177462428517,20.76813903103993,157.03186096896005,0.11680618127694,0.024020230252166742,0.17025724916285453,12588.019079557493,0.17025724916285453,0.00891294658361454,0.3298838841675929,7361.511613597023,0.3298838841675929,0.011655113287568764,0.239958615436135,0.2790748245671284,0.22323117532592285,0.29746961415930356,0.21350043072464078,0.3086885968156202,0.0998621802502896,0.1321902869352183,0.08704169909340394,0.14843025172207608,0.0798845277504704,0.15863488046957808,0.16424555804816135,0.17626894027754772,0.15883484851500793,0.18167964981070114,0.15559675664797143,0.18491774167773764,0.32202262971775364,0.33774513861743216,0.31494725548730945,0.34482051284787635,0.31071292880400514,0.34905483953118066
Bryce Calloway,UNO,2025,21.036192584394023,22,True,37.44926471690159,118.25073528309844,0.24052193138665115,0.03414290437278068,13.39686361106688,107.70313638893312,0.11062645426149365,0.02838662549141246,0.1918121663115506,8573.72953056475,0.1918121663115506,0.01079978501921577,0.3351860538357663,5013.942949418444,0.3351860538357663,0.014122458459669309,0.21683479497219407,0.263000774293709,0.1974534426399561,0.2850307356556466,0.18630013663325196,0.2985445733632235,0.09039844165149512,0.12853269645837315,0.0758153967187822,0.14822100711172218,0.06785095392864862,0.16072482572481195,0.18452782201176837,0.19909651061133282,0.1779716849126295,0.2056526477104717,0.17404810075239735,0.20957623187070384,0.3256606003571494,0.34471150731438316,0.3170873950874385,0.35328471258409405,0.3119566768169077,0.35841543085462485
Sean OLeary,UML,2025,21.036192584394023,22,True,19.172392463486283,69.02760753651373,0.21737406421186256,0.04367154469865203,6.118039230066614,62.48196076993338,0.08918424533624802,0.034162899088611864,0.17207591494565408,4856.794762978875,0.17207591494565408,0.01434911526384509,0.33386666894071226,3622.7911484237316,0.33386666894071226,0.016614158564188495,0.18666310662761354,0.24576701390060277,0.16276695141032818,0.27476934245346457,0.1493280087439044,0.2927423478293089,0.06430538660122256,0.10977390345015846,0.04859682136278586,0.1349928311451814,0.04054911582626398,0.15144368210989287,0.16239758377580843,0.18175424611549973,0.1536867838150935,0.19046504607621467,0.14847372066037376,0.1956781092309344,0.3226605892810347,0.34507274860038983,0.3125747680225703,0.35515856985885425,0.30653880996766,0.36119452791376455
Beau Ankeney,LMU,2025,22.0,22,True,34.372134356539156,122.22786564346083,0.2194900022767507,0.03296996606447343,12.501269817444781,109.29873018255522,0.10263768323025271,0.027386602030494804,0.19787838878775585,8623.288660799228,0.19787838878775585,0.010768706436740456,0.3232808043012597,5042.925278605834,0.3232808043012597,0.01408181820718168,0.1965605244512342,0.24112099401656392,0.1779944538947964,0.2625335025040636,0.16735287867048335,0.2757118384007756,0.08308391430509451,0.11983675673373849,0.06915102481001911,0.13894806377283256,0.06157933677727192,0.15112366570047153,0.19061500667330383,0.20514177090220787,0.1840777361948609,0.2116790413806508,0.18016544294770764,0.21559133462780405,0.3137827622563911,0.3327788463461283,0.3052342281321316,0.34132738047038785,0.30011827454910567,0.34644333405341377
Tommy Martin,YALE,2025,21.036192584394023,22,True,43.22055248575864,207.87944751424135,0.17212486055658557,0.023774850706585617,25.23853466403349,170.0614653359665,0.1292295681722145,0.023942672966986423,0.12775283512396254,13826.99733541945,0.12775283512396254,0.008504250817293925,0.33941621426845775,8086.069843281769,0.33941621426845775,0.011120677743505988,0.1556100857821091,0.18769254409774416,0.14223206952525405,0.2031421650266391,0.1345503827686123,0.2126730939224846,0.11241449398347005,0.1446695605109876,0.09942602687944449,0.16067026040075838,0.09211174204914141,0.17067046960378984,0.12201680511460114,0.13348886513332395,0.11685419917527556,0.13865147107264952,0.11376458732263162,0.14174108292529347,0.33191543111522925,0.34691699742168625,0.32516449229635064,0.35366793624056486,0.3211243271478934,0.3577081013890221
Armani Raygoza,RGV,2025,21.036192584394023,22,True,30.972291478846195,95.92770852115382,0.24406849077104958,0.03798059899205234,10.647779389585056,88.05222061041493,0.10788023697654567,0.031069548839007602,0.18036253969511745,6987.837363061442,0.18036253969511745,0.011962683309785468,0.33824060438530396,4086.508415421969,0.33824060438530396,0.015643135285381117,0.21764472261014453,0.26903075741717997,0.19622018087580903,0.29366341309855226,0.183946173566275,0.308793623380512,0.08560858291795584,0.12728806425300124,0.07003759138400517,0.14917017149510567,0.06165615008666806,0.1631538630512104,0.17229383241782542,0.18843124697240948,0.16503174417134764,0.19569333521888727,0.160685676664945,0.20003940272528992,0.32768946997438375,0.34879173879622416,0.3181931198702978,0.3582880889003101,0.3125099365742523,0.3639712721963556
Garrett Wright,BGSU,2025,19.0,<=20,True,16.163766906780264,134.13623309321974,0.10754335932654865,0.025186388490158612,10.755569669732905,106.14443033026708,0.09200658400113691,0.026619132650854506,0.1834066206741479,8276.37474915788,0.1834066206741479,0.010992081163737172,0.3382838072542831,4840.048974294105,0.3382838072542831,0.014373916642228137,0.08967323421693908,0.12352582379043706,0.07652734501972312,0.14081513655045977,0.06927842469179775,0.15175306409972483,0.07292272753356072,0.10857429516421353,0.059653524096714865,0.12738103897620828,0.05252028473428187,0.1394347551373026,0.17599257459588374,0.19082066675241205,0.1693197018501672,0.1974935394981286,0.16532625610422985,0.20148698524406594,0.32858874780892733,0.34797886669963884,0.31986289187842804,0.35670472263013814,0.314640818331816,0.36192679617675017
Anthony DePino,URI,2025,22.0,22,True,125.80502650833739,458.2949734916626,0.21538268534212876,0.01699492641457598,61.682193823186644,392.61780617681336,0.1357741444490131,0.01605363335034512,0.2565992782018935,32163.875522176426,0.2565992782018935,0.0055759107498225,0.3211747629990404,18809.531642616013,0.3211747629990404,0.007291401430591618,0.20373721575643225,0.22667426872378388,0.19381000874512277,0.2373737140384301,0.18799043344514235,0.24388385353506428,0.12465971179443917,0.14630671057781947,0.11556013749748952,0.15667686674199066,0.11030754161462973,0.16306509610028996,0.25283838355313004,0.26036017285065693,0.24945346105112148,0.2637450953526655,0.24742772118149026,0.2657708352222967,0.31625678746954133,0.3260927385285395,0.3118304560806516,0.33051906991742924,0.3091814749103726,0.3331680510877082
Conor Higgs,UL,2025,21.036192584394023,22,True,106.1529002192322,282.6470997807678,0.2730270067367083,0.0225652955028648,35.527962833952756,266.8720371660472,0.11748664958317712,0.018486177268693168,0.23167708833496473,21409.54426129463,0.23167708833496473,0.0068343354054892945,0.35244528780697604,12520.366208952417,0.35244528780697604,0.008936994365326578,0.2575775159156131,0.2880525916679734,0.2443456742682286,0.3022101713921659,0.236579900086496,0.3108033051653014,0.10457570068769481,0.12948048574642806,0.0943792062552345,0.1416822308091401,0.08857924667248183,0.1492727208036545,0.22706739915456,0.23628677751536944,0.22291853509660303,0.24043564157332642,0.2204356069554428,0.24291856971448667,0.3464173767100031,0.35847319890394896,0.34099206868682846,0.3638985069271236,0.33774524021112373,0.36714533540282834
Ryan Daniels,CONN,2025,21.0,21,True,37.023738455768054,154.67626154423198,0.1931337425965991,0.028437341792734272,20.429860170785584,128.6701398292144,0.13702119497508777,0.028067491123704998,0.1770509141719139,10556.094739943881,0.1770509141719139,0.009733036686215455,0.3319863031081445,6173.236116914039,0.3319863031081445,0.012727513190581682,0.17335346198538062,0.21175337041572573,0.15738481556815198,0.23026366562349282,0.14823527423862143,0.241680097324139,0.1172324133509263,0.15504811397864915,0.10218271994020815,0.17396357482015998,0.09376982052166706,0.18581929746148773,0.17048608068877913,0.18361574765504868,0.16457752576919146,0.18952430257463634,0.16104149347734067,0.19306033486648713,0.3234017259156117,0.3405708803006772,0.31567533865326497,0.348297267563024,0.31105140687454347,0.3529211993417455
Kyle Gordon,CCSU,2025,21.036192584394023,22,True,41.617030565884676,188.78296943411533,0.1806294729422078,0.025290231172714728,16.88399920261326,162.31600079738672,0.09421874555029722,0.021762206639756008,0.10657051725009799,12687.13734002645,0.10657051725009799,0.008878062118705727,0.3340446965935565,7419.476271971802,0.3340446965935565,0.011609496230776806,0.16305910995550982,0.1971945122171206,0.14882630002704342,0.21362701495301845,0.1406558268504163,0.2237605937706944,0.07878572836654488,0.1080143726891355,0.06743290742297285,0.12295778406453034,0.061168132290667324,0.13242168659474501,0.10058235534942686,0.11255867915076911,0.09519282284286845,0.11794821165732752,0.0919674045738444,0.12117362992635157,0.3262142103809575,0.34187518280615553,0.3191665285238204,0.34892286466329264,0.31494877461128384,0.3531406185758292
Blake Cavill,TROY,2025,23.0,23+,True,32.33617208677485,198.06382791322517,0.14034796912662695,0.022834038857533646,26.597750059537912,152.6022499404621,0.1484249445286714,0.026484240321499673,0.19550738950722263,12687.13734002645,0.19550738950722263,0.008878062118705727,0.3308722302542285,7419.476271971802,0.3308722302542285,0.011609496230776806,0.12439090916163392,0.15517354507637293,0.11179579132593652,0.1702449629454114,0.10463804894118307,0.17961229263415776,0.12985916865480185,0.1655694584561162,0.11537739177254185,0.1831655977541943,0.10719281954062436,0.1941265155480245,0.18951922760655152,0.20149555140789374,0.1841296950999931,0.20688508391445215,0.18090427683096905,0.2101105021834762,0.3230417440416295,0.33870271646682754,0.3159940621844924,0.34575039832396465,0.31177630827195585,0.3499681522365012
Brayden Simpson,HPU,2025,21.0,21,True,69.5849557086269,250.81504429137314,0.2171815097023311,0.022999533391667642,27.60112637871046,221.59887362128953,0.11075893410397457,0.019840631289365154,0.2213848729521116,17643.05036347428,0.2213848729521116,0.007528581619514274,0.3369518809761244,10317.709190710788,0.3369518809761244,0.009844833114052192,0.20133406400659903,0.23238824439265196,0.1880808019764151,0.24704156198027044,0.18037363000681755,0.25599943748249093,0.09683714946260129,0.12354902367451029,0.08606378942611018,0.13679892115429457,0.07998786171214786,0.14508479721344766,0.2163069218162346,0.2264628240879886,0.21173660739129277,0.23103313851293042,0.20900145816945334,0.23376828773476985,0.3303116419483052,0.34359212000394357,0.3243352196862855,0.3495685422659633,0.3207585715217437,0.3531451904305051
Damian Ruiz,LAM,2025,21.036192584394023,22,True,39.382746508783136,187.41725349121688,0.17364526679357642,0.025097928316241205,18.62402394734548,157.7759760526545,0.10557836704844378,0.02307181761573481,0.15515127977305818,12488.900819088534,0.15515127977305818,0.008948245520106115,0.33943367851215933,7303.546955222243,0.33943367851215933,0.011701272332715108,0.156188353230642,0.1900586825015879,0.14211591911996088,0.20641456757426027,0.1340529993122716,0.2165151884073825,0.08925857918026604,0.1202805753994962,0.07708372413568985,0.136002164258766,0.07032648795909374,0.14591973012456852,0.1491157798875086,0.16118677965860775,0.14368364171788872,0.16661891782822763,0.14043272567445936,0.169869833871657,0.33154129025949,0.3473260667648287,0.3244378946353046,0.35442946238901407,0.320186798275746,0.3586805587485727
Ryland Zaborowski,UGA,2025,23.0,23+,True,124.00553558959145,411.49446441040857,0.23156962761828467,0.018212023269824813,55.85491339535016,360.64508660464986,0.1341054343225694,0.016677365837445272,0.23615239126593668,29487.682489514602,0.23615239126593668,0.005823440992051076,0.33141203464537533,17244.48586649696,0.33141203464537533,0.007615087092589989,0.21909596681984758,0.2436792436503393,0.20844097219168004,0.25512874964164595,0.20219068831754244,0.26208944492395714,0.12254353813405154,0.14502983915311296,0.11312787054493842,0.15583785896320387,0.10770458331614938,0.1625054128318839,0.23222454000592652,0.24008024252594684,0.22868935134571702,0.24361543118615633,0.2265736832288236,0.24573109930304976,0.3262757364545729,0.33654833283617774,0.32165290786010814,0.3411711614306425,0.3188863310215774,0.3439377382691733
Henry Zipay,OMA,2025,21.036192584394023,22,True,44.621515099450654,169.57848490054934,0.20831706395635227,0.027683240875594674,16.663468074527604,149.9365319254724,0.10002081677387517,0.023175249763178227,0.14590678830038925,11795.07299580584,0.14590678830038925,0.009207668677235952,0.3409828142572037,6897.794346598785,0.3409828142572037,0.012040509896566949,0.1891286718686336,0.22651773214490895,0.17342164385060657,0.2443864195851444,0.16437063887394285,0.2553662705042623,0.08358436545231575,0.11472135407853778,0.071485909517881,0.13062787106609014,0.06480989656756521,0.14069582611575518,0.1396963101543921,0.1521172664463864,0.13410668609206153,0.15770689050871697,0.13076152108087022,0.16105205551990828,0.33286161374483486,0.3491040147695726,0.3255522799493031,0.35641334856510437,0.32117793788349047,0.360787690630917
